model_id,fom,variables,aic,null_aic,delta_aic,null_deviance,residual_dev,dev_explained,MCFaddenPseudoR2,spatial_auc,training_auc,test_auc,toc_auc,number_of_variables
205,0.490551311908575,"mat_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1028.0302871158,1008.5542341485,-19.476052967301,1122.87867934041,1012.0302871158,110.848392224607,0.0987180487652692,0.694491091247706,0.70896409606087,0.724211815120906,0.865218330568974,7
206,0.485982126117118,"mat_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1028.21924067641,1008.5542341485,-19.6650065279077,1122.87867934041,1010.21924067641,112.659438664001,0.100330909061501,0.696637691059675,0.711671066509776,0.723370064279155,0.86865704609981,8
207,0.496588534454543,"dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,predios_lingue1",1028.26730986473,1008.5542341485,-19.7130757162286,1122.87867934041,1016.26730986473,106.61136947568,0.0949446912094767,0.700222854303718,0.704452478646027,0.728854198551168,0.884711362813005,5
208,0.493547404357426,"dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1028.45967688892,1008.5542341485,-19.9054427404214,1122.87867934041,1016.45967688892,106.419002451487,0.0947733752625874,0.699257639851569,0.702690509142122,0.728267523722069,0.886677466801649,5
209,0.494904278394266,"dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1028.54789177407,1008.5542341485,-19.993657625573,1122.87867934041,1016.54789177407,106.330787566335,0.0946948138945835,0.699931235137563,0.703141670883606,0.729007244158759,0.885403873930892,5
210,0.494537820408061,"cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,pen_lingue15,dis_plant87_lingue",1028.55363817999,1008.5542341485,-19.9994040314905,1133.98878739607,1016.55363817999,117.435149216082,0.103559356601527,0.707094752901797,0.712107172960468,0.739975,0.861389467665236,5
211,0.496795799916905,"dis_comunidades_lingue,dis_urbano_lingue,pen_lingue15,predios_lingue1",1028.67805886019,1008.5542341485,-20.123824711693,1122.87867934041,1018.67805886019,104.200620480215,0.0927977549109974,0.699527607613738,0.70209302467367,0.730894806652382,0.877735066974269,4
212,0.482993154850077,"mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,predios_lingue1",1028.82652314184,1008.5542341485,-20.2722889933461,1122.87867934041,1014.82652314184,108.052156198562,0.0962278099910434,0.683408192821147,0.714371940178392,0.705489235792266,0.807441668218363,6
213,0.486781221080013,"cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1028.95532724867,1008.5542341485,-20.4010931001721,1133.98878739607,1012.95532724867,121.033460147401,0.106732501672547,0.70757487597019,0.714085879448353,0.7379,0.867394345548917,7
214,0.491093461431129,"dis_urbano_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1029.0575046325,1008.5542341485,-20.5032704839996,1122.87867934041,1019.0575046325,103.821174707909,0.0924598325875193,0.698165981740127,0.700367635851507,0.729874502601775,0.880490828816723,4
215,0.486604602889779,"cul_prad_lingue_87,dis_urbano_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1029.1120697308,1008.5542341485,-20.5578355823031,1133.98878739607,1017.1120697308,116.87671766527,0.103066907684025,0.705526727476108,0.710588769794537,0.73795,0.86578724302993,5
216,0.484168770735087,"mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,predios_lingue1",1029.34581417873,1008.5542341485,-20.7915800302358,1122.87867934041,1017.34581417873,105.532865161673,0.0939842096063878,0.682055094311938,0.710317581285323,0.709085807570656,0.799557785670196,5
217,0.49362715228876,"dis_urbano_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1029.45982783613,1008.5542341485,-20.9055936876362,1122.87867934041,1019.45982783613,103.418851504272,0.0921015363521033,0.697816583830803,0.700111571079313,0.729517396184063,0.881376179373054,4
218,0.489183670913031,"cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1029.72334766103,1008.5542341485,-21.1691135125277,1133.98878739607,1015.72334766103,118.265439735045,0.10429154242928,0.706815308770605,0.712914198265195,0.7395,0.862148134601518,6
219,0.486126085584192,"mat_lingue_87,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15",1029.94420735901,1008.5542341485,-21.389973210511,1133.98878739607,1019.94420735901,114.044580037062,0.100569407126976,0.699677319850642,0.710732240959822,0.71845,0.873613223462131,4
220,0.482193505756799,"mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_hid_lingue,predios_lingue1",1029.98783447662,1008.5542341485,-21.4336003281205,1122.87867934041,1015.98783447662,106.890844863788,0.0951935830917877,0.682725943341849,0.711329646813518,0.71186613610856,0.801274627204269,6
221,0.482188886014481,"mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,predios_lingue1",1030.11622068491,1008.5542341485,-21.5619865364117,1122.87867934041,1014.11622068491,108.762458655497,0.0968603827435616,0.683229220021097,0.714091488285037,0.706662585450464,0.808191376269696,7
222,0.496150639462631,"dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1030.15053546926,1008.5542341485,-21.5963013207638,1122.87867934041,1016.15053546926,106.728143871145,0.095048686768047,0.699770540982475,0.704397607623414,0.729236812570146,0.884721235956676,6
223,0.481953317336159,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,predios_lingue1",1030.20461348376,1008.5542341485,-21.650379335259,1122.87867934041,1014.20461348376,108.674065856649,0.0967816629312847,0.681375815129466,0.713926875217198,0.700948882767065,0.765154156333327,7
224,0.495153384456245,"dis_comunidades_lingue,dis_urbano_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1030.24128408036,1008.5542341485,-21.6870499318625,1122.87867934041,1018.24128408036,104.637395260046,0.0931867326232531,0.699635914040183,0.702745380164735,0.730843791449852,0.878109363566243,5
